w,mag_db,phase_deg
4.342006928025860191e+00,3.569801120308504938e+00,-1.885209108513927561e+02
4.385655545990054804e+00,2.169041591975968242e+00,-1.869663249008155788e+02
4.429742947650765039e+00,2.734818335626182151e+00,-1.928619251368900791e+02
4.474273543941063025e+00,2.863958431559479489e+00,-1.903081010530610513e+02
4.519251790135519364e+00,1.899501897848306919e+00,-1.975314552805484709e+02
4.564682186295968336e+00,2.682334551849960391e+00,-1.945024191014722703e+02
4.610569277721724646e+00,2.810974303517757455e+00,-1.990348358484248763e+02
4.656917655404352985e+00,1.855806127863935284e+00,-1.956817135297912955e+02
4.703731956486980614e+00,2.098308486540152451e+00,-1.936150296165071722e+02
4.751016864728251576e+00,2.483340137694818317e+00,-1.988692288386475866e+02
4.798777110970939397e+00,2.016655542944256307e+00,-1.980202611515324804e+02
4.847017473615252037e+00,1.852669756827449499e+00,-2.021345100126506793e+02
4.895742779096927677e+00,1.150314800309740537e+00,-1.993469249543281023e+02
4.944957902370099134e+00,1.582241040989918135e+00,-2.014338667692250340e+02
4.994667767395053026e+00,2.371923082501004920e+00,-2.059037597859274058e+02
5.044877347630848163e+00,1.836637360692218390e+00,-2.026079237732040781e+02
5.095591666532932607e+00,1.531353038033165914e+00,-2.060798591672807447e+02
5.146815798055713209e+00,2.059356624790682488e+00,-2.080315215581575785e+02
5.198554867160229520e+00,1.544312360591725053e+00,-2.109117703033400630e+02
5.250814050326880533e+00,8.322250260063964733e-01,-2.048138144581180882e+02
5.303598576073353499e+00,2.234012730056964102e+00,-2.136864709302068945e+02
5.356913725477713051e+00,1.035732375508122916e+00,-2.139402918655571568e+02
5.410764832706793648e+00,8.008225967123308031e-01,-2.159043065297157113e+02
5.465157285549858912e+00,9.158096827685401342e-01,-2.141740185556114398e+02
5.520096525957672640e+00,1.423269857356916912e+00,-2.159899138547717428e+02
5.575588050586938849e+00,2.163976298019030242e-01,-2.207939307338182005e+02
5.631637411350269851e+00,-1.782933978463938640e-01,-2.183499541085838018e+02
5.688250215971621060e+00,1.029013673052750821e+00,-2.227311602327278308e+02
5.745432128547376394e+00,6.692999148453092628e-01,-2.248406231613269597e+02
5.803188870113006104e+00,4.969422207528386704e-01,-2.203853570457545743e+02
5.861526219215486222e+00,-6.619170704258849902e-01,-2.209132001362817448e+02
5.920450012491413005e+00,-1.073278203573222594e-01,-2.253120157942518063e+02
5.979966145250981135e+00,2.438444136688716068e-01,-2.258441426136844825e+02
6.040080572067784814e+00,1.029937889935718109e-01,-2.280919920550630025e+02
6.100799307374596303e+00,-1.037481081186083925e-01,-2.318278571600689872e+02
6.162128426065081932e+00,-1.012776872287006746e+00,-2.330092525101021579e+02
6.224074064101618120e+00,9.789910664032442922e-01,-2.335930624151988013e+02
6.286642419129170101e+00,-3.999454972583555978e-01,-2.320977710017982929e+02
6.349839751095388785e+00,-8.553812482152450825e-01,-2.352390422259303762e+02
6.413672382876892009e+00,-1.695141738771965167e+00,-2.362598469882081531e+02
6.478146700911889155e+00,-5.623213367755517389e-01,-2.331125378370417707e+02
6.543269155839122497e+00,-8.560830251867905805e-01,-2.377176462244511868e+02
6.609046263143273592e+00,-7.185111005401813022e-01,-2.456819118707933285e+02
6.675484603806809858e+00,-1.440928945228539870e+00,-2.437574233291651353e+02
6.742590824968439200e+00,-8.904383446704920990e-01,-2.451498514497022541e+02
6.810371640588125608e+00,-5.488810690596841457e-01,-2.454018270157879726e+02
6.878833832118846026e+00,-1.069075298125782281e+00,-2.473372047214454312e+02
6.947984249185045869e+00,-1.878302642667275979e+00,-2.531471775477165522e+02
7.017829810267973478e+00,-2.598782206149689689e+00,-2.547947719951222325e+02
7.088377503397837565e+00,-1.269942966842868559e+00,-2.593396264255205210e+02
7.159634386852991028e+00,-1.861304537343710264e+00,-2.572952559958980032e+02
7.231607589866079877e+00,-2.541949643861982189e+00,-2.558108081917099526e+02
7.304304313337350862e+00,-2.924324371583150395e+00,-2.628144604239136584e+02
7.377731830555068981e+00,-2.442491024826049628e+00,-2.631840825609044714e+02
7.451897487923237584e+00,-3.113533771071243184e+00,-2.626149348577357046e+02
7.526808705696575785e+00,-3.213764766900716552e+00,-2.660731134734227226e+02
7.602472978722943253e+00,-3.712993211832062990e+00,-2.648479446328697691e+02
7.678897877193165300e+00,-3.319540745549519833e+00,-2.721084778303904272e+02
7.756091047398461669e+00,-3.729872569621311751e+00,-2.712008774650420833e+02
7.834060212495421283e+00,-3.455643821065374599e+00,-2.762534639644881622e+02
7.912813173278738788e+00,-3.963203458698762116e+00,-2.729429772827365923e+02
7.992357808961646271e+00,-3.009252524340171320e+00,-2.776058410836307644e+02
8.072702077964258649e+00,-3.721870516775948712e+00,-2.842768428076565783e+02
8.153854018709782991e+00,-5.208236247112647987e+00,-2.871542693357142184e+02
8.235821750428787169e+00,-4.571226830128942709e+00,-2.846774153326012993e+02
8.318613473971499417e+00,-4.846391308798501996e+00,-2.861790838076243517e+02
8.402237472628330650e+00,-5.276470734945765351e+00,-2.867568099747521728e+02
8.486702112958585786e+00,-5.251701233198979857e+00,-2.911236759783063235e+02
8.572015845627564801e+00,-5.996447478192433955e+00,-2.924995998316123860e+02
8.658187206252021539e+00,-5.665816019740655740e+00,-2.941084922553047818e+02
8.745224816254179245e+00,-5.970710694815510422e+00,-2.985344410851332100e+02
8.833137383724270819e+00,-5.139167367839644562e+00,-2.992374289580118329e+02
8.921933704291797440e+00,-6.018655358361628238e+00,-3.030807285747587798e+02
9.011622662005544626e+00,-6.620543858115256697e+00,-3.021336325693989693e+02
9.102213230222391260e+00,-6.040603388764662185e+00,-3.026929981592101058e+02
9.193714472505128299e+00,-6.891598226062249033e+00,-3.058124201268727234e+02
9.286135543529237424e+00,-6.817725232868126817e+00,-3.116603920088325594e+02
9.379485689998839248e+00,-7.740981131214863531e+00,-3.104858087543017859e+02
9.473774251571796867e+00,-7.377083075615001206e+00,-3.148035504381202259e+02
9.569010661794177253e+00,-7.567802463920322964e+00,-3.157900082125952395e+02
9.665204449044036750e+00,-7.369768761924332168e+00,-3.200629886073430157e+02
9.762365237484781133e+00,-7.747490592604937554e+00,-3.189055599587772463e+02
9.860502748028006081e+00,-8.554197901286636707e+00,-3.228208303059848276e+02
9.959626799306121825e+00,-7.780890313649319268e+00,-3.239274066046797316e+02
1.005974730865466960e+01,-8.362406431450526867e+00,-3.238115484436511338e+02
1.016087429310455370e+01,-9.190935706362051150e+00,-3.275339954009382950e+02
1.026301787038428337e+01,-9.536306036779071960e+00,-3.295444088350066068e+02
1.036618825993218529e+01,-9.972179426382403733e+00,-3.313524156836445513e+02
1.047039578391889236e+01,-9.175171340321902846e+00,-3.327235982795465929e+02
1.057565086828006251e+01,-1.032343903584441591e+01,-3.361329889133907045e+02
1.068196404375952824e+01,-1.058439338971460408e+01,-3.386634465670756526e+02
1.078934594696282723e+01,-9.931937473794118176e+00,-3.367887647773891331e+02
1.089780732142144259e+01,-1.089814898057434078e+01,-3.413883726381141059e+02
1.100735901866766397e+01,-1.024470244388884055e+01,-3.451518863594692448e+02
1.111801199932032524e+01,-1.095036876839001927e+01,-3.462550516577736630e+02
1.122977733418134250e+01,-1.220732481299432060e+01,-3.481508090701455558e+02
1.134266620534339687e+01,-1.159690809350616902e+01,-3.477407959543732545e+02
1.145668990730866987e+01,-1.214658838499566151e+01,-3.490902714446707478e+02
1.157185984811890478e+01,-1.188770154361553288e+01,-3.534561735503575619e+02
1.168818755049670699e+01,-1.248168631627977021e+01,-3.575868449515965608e+02
1.180568465299844227e+01,-1.319342204329352697e+01,-3.568918073224176055e+02
1.192436291117863334e+01,-1.417045064216001649e+01,-3.594504767146160589e+02
1.204423419876616919e+01,-1.328888737500849970e+01,-3.652491500500872235e+02
1.216531050885217269e+01,-1.392643116090343014e+01,-3.661531741274183673e+02
1.228760395508997583e+01,-1.379492233784775479e+01,-3.653807956577409186e+02
1.241112677290704625e+01,-1.485326624215798219e+01,-3.681758192277243893e+02
1.253589132072920265e+01,-1.483304632787923794e+01,-3.728711402960597638e+02
1.266191008121698403e+01,-1.406243203984263168e+01,-3.708981658409428519e+02
1.278919566251459727e+01,-1.522979748084188323e+01,-3.775033493431321858e+02
1.291776079951132417e+01,-1.544864411229136003e+01,-3.788643990049208696e+02
1.304761835511570567e+01,-1.480690561185652143e+01,-3.786383304710105335e+02
1.317878132154238457e+01,-1.702740394578759009e+01,-3.798238733783252883e+02
1.331126282161203278e+01,-1.610708376632432604e+01,-3.877679750361766651e+02
1.344507611006425662e+01,-1.722541605452358482e+01,-3.825824946217882143e+02
1.358023457488378405e+01,-1.535162425082794790e+01,-3.877584205800089308e+02
1.371675173863984476e+01,-1.673436114869228675e+01,-3.902855219544025545e+02
1.385464125983916084e+01,-1.668349279438699639e+01,-3.909185661136381214e+02
1.399391693429244476e+01,-1.720634157519842944e+01,-3.933630684471856398e+02
1.413459269649472283e+01,-1.792470359670045710e+01,-3.935694786589124874e+02
1.427668262101939511e+01,-1.800852939905638195e+01,-4.004656637655523923e+02
1.442020092392644948e+01,-1.891712699436432743e+01,-4.039881574420698485e+02
1.456516196418474074e+01,-1.847612880772053146e+01,-4.012041250471948501e+02
1.471158024510866724e+01,-1.886041022442404369e+01,-4.072100813741251955e+02
1.485947041580913286e+01,-1.847029603213412940e+01,-4.089170308332341506e+02
1.500884727265924390e+01,-2.029715274852622997e+01,-4.154837157212656393e+02
1.515972576077465739e+01,-1.996574533707819654e+01,-4.105818718741533644e+02
1.531212097550888807e+01,-1.973007212953758227e+01,-4.124892414488700751e+02
1.546604816396351367e+01,-1.931817322613044396e+01,-4.165560687452467619e+02
1.562152272651369778e+01,-2.044347999291004925e+01,-4.188306259376415142e+02
1.577856021834896083e+01,-2.011559748813552773e+01,-4.187767045994214641e+02
1.593717635102954411e+01,-2.095353469743221453e+01,-4.231900198063161156e+02
1.609738699405824391e+01,-2.110393618021768702e+01,-4.205921958235121565e+02
1.625920817646822059e+01,-2.116614524081340676e+01,-4.269990269531177205e+02
1.642265608842665969e+01,-2.171116019191151381e+01,-4.287674520240656193e+02
1.658774708285466915e+01,-2.180607812796529643e+01,-4.309970191151613790e+02
1.675449767706328075e+01,-2.276712812110605455e+01,-4.348970425931908608e+02
1.692292455440606602e+01,-2.339762246124957912e+01,-4.350444515566940709e+02
1.709304456594828636e+01,-2.227721036542179789e+01,-4.408621781453393282e+02
1.726487473215282975e+01,-2.299254656725673485e+01,-4.435209491505579535e+02
1.743843224458316143e+01,-2.310505058369193065e+01,-4.429975482503924127e+02
1.761373446762322814e+01,-2.444471198301076598e+01,-4.467011604178328525e+02
1.779079894021484876e+01,-2.411509209925117148e+01,-4.486985050643705790e+02
1.796964337761242803e+01,-2.397263874262850081e+01,-4.504367445019726119e+02
1.815028567315543384e+01,-2.410044213409540603e+01,-4.566449706557648369e+02
1.833274390005853149e+01,-2.468046052288556780e+01,-4.561431503813578274e+02
1.851703631321985810e+01,-2.539263584245513883e+01,-4.578514677677781037e+02
1.870318135104739099e+01,-2.535771676328679547e+01,-4.612007536132995256e+02
1.889119763730377954e+01,-2.622550436914455219e+01,-4.644294211361545308e+02
1.908110398296953392e+01,-2.575162447736020255e+01,-4.658207435470386031e+02
1.927291938812513550e+01,-2.596735671323739325e+01,-4.696090823078592962e+02
1.946666304385195900e+01,-2.636231924377666758e+01,-4.707755536606238138e+02
1.966235433415239342e+01,-2.655450471045890737e+01,-4.709560775357556395e+02
1.986001283788911209e+01,-2.685873337744481759e+01,-4.772475295939262878e+02
2.005965833074399285e+01,-2.735392248406278526e+01,-4.785683118112341390e+02
2.026131078719664202e+01,-2.793379493103496003e+01,-4.800480882981632931e+02
2.046499038252291314e+01,-2.784068195013577807e+01,-4.818355246687895033e+02
2.067071749481331366e+01,-2.910464556258278179e+01,-4.852746282064550769e+02
2.087851270701191098e+01,-2.856685942395869660e+01,-4.876054051681145438e+02
2.108839680897560953e+01,-2.945801317876384928e+01,-4.926790728349373580e+02
2.130039079955425407e+01,-2.855002880882620175e+01,-4.954904507410475389e+02
2.151451588869143805e+01,-3.051159594167564038e+01,-4.932549403218826001e+02
2.173079349954662476e+01,-2.885253756327426089e+01,-4.965889069782388674e+02
2.194924527063849595e+01,-3.003607129343757975e+01,-5.039915830195694753e+02
2.216989305800996846e+01,-2.963852482752633932e+01,-5.060575575306143605e+02
2.239275893741475087e+01,-3.009512300514168359e+01,-5.086161061531985297e+02
2.261786520652610122e+01,-3.136678050893122460e+01,-5.102562247908387008e+02
2.284523438716766108e+01,-3.076298614450592694e+01,-5.143450772588438440e+02
2.307488922756685668e+01,-3.151691422246049612e+01,-5.182041877692898879e+02
2.330685270463070324e+01,-3.174069241707810107e+01,-5.151952632697252739e+02
2.354114802624473768e+01,-3.270830626306479161e+01,-5.201188822950583699e+02
2.377779863359491941e+01,-3.173629496938924177e+01,-5.251740293074523152e+02
2.401682820351300052e+01,-3.186432354461437555e+01,-5.281591890195855967e+02
2.425826065084524785e+01,-3.288578728433857634e+01,-5.316643066560914122e+02
2.450212013084520635e+01,-3.236443193299679422e+01,-5.367727380225692286e+02
2.474843104159039697e+01,-3.365050300075058232e+01,-5.330886476044713618e+02
2.499721802642340762e+01,-3.282232051744273349e+01,-5.359616050439979063e+02
2.524850597641733430e+01,-3.346042618260185719e+01,-5.423277756349291394e+02
2.550232003286620497e+01,-3.433437991348516505e+01,-5.456050690558345195e+02
2.575868558980031153e+01,-3.430426751051901846e+01,-5.488415672886922039e+02
2.601762829652699338e+01,-3.371902362089677752e+01,-5.524554980407940548e+02
2.627917406019666657e+01,-3.360518594861600405e+01,-5.580465148209802919e+02
2.654334904839495479e+01,-3.588139627174298596e+01,-5.578277809070838202e+02
2.681017969176067339e+01,-3.502893696544599322e+01,-5.625269160108621236e+02
2.707969268663034157e+01,-3.520743100481210774e+01,-5.634026355377116033e+02
2.735191499770894907e+01,-3.548960330122129392e+01,-5.670362339169765846e+02
2.762687386076791540e+01,-3.522090271445364351e+01,-5.733896329135791348e+02
2.790459678536992882e+01,-3.648924789986729422e+01,-5.757912094610057920e+02
2.818511155762140774e+01,-3.692355896206640864e+01,-5.776410458606810607e+02
2.846844624295231796e+01,-3.647363656299026502e+01,-5.812464307103782630e+02
2.875462918892421982e+01,-3.693242079484978291e+01,-5.839083167649647521e+02
2.904368902806638530e+01,-3.711046884815415581e+01,-5.907385609267417976e+02
2.933565468074058202e+01,-3.746452017210108210e+01,-5.893611025842726576e+02
2.963055535803438190e+01,-3.767894105436207752e+01,-5.951655837084389304e+02
2.992842056468383660e+01,-3.798310958040480756e+01,-5.993737808922871864e+02
3.022928010202534921e+01,-3.815303290616370901e+01,-6.039654778703596776e+02
3.053316407097743479e+01,-3.843566179279506656e+01,-6.043587974601658743e+02
3.084010287505210357e+01,-3.849700875298213987e+01,-6.110220900430721258e+02
3.115012722339685780e+01,-3.878112103526530063e+01,-6.117459842869994873e+02
3.146326813386707144e+01,-3.872443541818040558e+01,-6.174280150874155879e+02
3.177955693612943833e+01,-4.005639717098607377e+01,-6.233134826332722014e+02
3.209902527479631829e+01,-3.940328529265393342e+01,-6.275448437164355937e+02
3.242170511259188714e+01,-4.019736960620020483e+01,-6.300044963906282192e+02
3.274762873354998050e+01,-4.021449030830786597e+01,-6.350767249048116128e+02
3.307682874624405400e+01,-4.009653891268658299e+01,-6.323364490977867263e+02
3.340933808704981800e+01,-4.108981343647157303e+01,-6.419963825364792456e+02
3.374519002344027285e+01,-4.152335031485163341e+01,-6.445141315974796044e+02
3.408441815731430324e+01,-4.123339897784943275e+01,-6.499952099788620217e+02
3.442705642835841218e+01,-4.206607881556212902e+01,-6.554636072760855541e+02
3.477313911744256814e+01,-4.227276436074289734e+01,-6.528188180766039750e+02
3.512270085004973907e+01,-4.137389779898281716e+01,-6.620840170036727841e+02
3.547577659974034248e+01,-4.214123493658158282e+01,-6.630757795288416219e+02
3.583240169165125621e+01,-4.302644065182867195e+01,-6.678941352992048905e+02
3.619261180603022154e+01,-4.316735735009547881e+01,-6.737978375505610984e+02
3.655644298180545348e+01,-4.328001928871997706e+01,-6.798631136994689541e+02
3.692393162019143205e+01,-4.374211911543898168e+01,-6.838109276253132975e+02
3.729511448833079612e+01,-4.395223982599275558e+01,-6.873639227063638373e+02
3.767002872297302218e+01,-4.402562723434087388e+01,-6.912923200497657490e+02
3.804871183418972436e+01,-4.494300254984539578e+01,-6.969084497080838219e+02
3.843120170912767009e+01,-4.544575660832203567e+01,-7.017811300780897454e+02
3.881753661579930537e+01,-4.459272789985193697e+01,-7.015817171622888964e+02
3.920775520691162797e+01,-4.535003821445636873e+01,-7.117398426953315038e+02
3.960189652373311731e+01,-4.510509884272855885e+01,-7.142898672355445342e+02
3.999999999999999289e+01,-4.664226374361154370e+01,-7.214782278793754813e+02
